#station_name,latitude,longitude,timestamp,record,temperature,air_humidity,pressure,solar_radiation,soil_temperature,wind_velocity,wind_direction
#,deg,deg,ts,rn,c,%,mbar,w/m2,deg_c,m/s,deg
Station1,53.480759,-2.242631,2014-05-27 00:00:00,3958,9.88,93.8,746.1629,0,18.63,0,0
Station1,53.480759,-2.242631,2014-05-27 00:05:00,3959,9.94,92.8,746.1652,0,18.62,0,0
Station1,53.480759,-2.242631,2014-05-27 00:10:00,3960,9.73,93.7,746.1266,0,18.61,0,0
Station1,53.480759,-2.242631,2014-05-27 00:15:00,3961,9.6,94.6,746.1198,0,18.6,0,0
Station1,53.480759,-2.242631,2014-05-27 00:20:00,3962,9.52,95.2,746.0335,0,18.6,0,0
Station1,53.480759,-2.242631,2014-05-27 00:25:00,3963,9.48,95.3,746.0313,0,18.58,0,0
Station1,53.480759,-2.242631,2014-05-27 00:30:00,3964,9.52,95.3,746.0245,0,18.58,0,0
Station1,53.480759,-2.242631,2014-05-27 00:35:00,3965,9.47,95.4,746.0335,0,18.57,0,0
Station1,53.480759,-2.242631,2014-05-27 00:40:00,3966,9.52,95.6,746.0403,0,18.56,0,0
Station1,53.480759,-2.242631,2014-05-27 00:45:00,3967,9.42,95.4,745.9632,0,18.56,0,0
Station1,53.480759,-2.242631,2014-05-27 00:50:00,3968,9.28,95.9,745.886,0,18.54,0,0
Station1,53.480759,-2.242631,2014-05-27 00:55:00,3969,9.23,96.5,745.7998,0,18.53,0,0
Station1,53.480759,-2.242631,2014-05-27 01:00:00,3970,9.19,96.4,745.7952,0,18.52,0,0
Station1,53.480759,-2.242631,2014-05-27 01:05:00,3971,9.16,96.8,745.7545,0,18.52,0,0
Station1,53.480759,-2.242631,2014-05-27 01:10:00,3972,9.14,96.8,745.6909,0,18.51,0,0
Station1,53.480759,-2.242631,2014-05-27 01:15:00,3973,9.12,97,745.6591,0,18.5,0,0
Station1,53.480759,-2.242631,2014-05-27 01:20:00,3974,9.14,96.9,745.6319,0,18.49,0,0
Station1,53.480759,-2.242631,2014-05-27 01:25:00,3975,9.2,97,745.6365,0,18.48,0,0
Station1,53.480759,-2.242631,2014-05-27 01:30:00,3976,9.37,97.2,745.6183,0,18.47,0,0
Station1,53.480759,-2.242631,2014-05-27 01:35:00,3977,9.49,96.1,745.498,0,18.47,0,0
Station1,53.480759,-2.242631,2014-05-27 01:40:00,3978,9.61,95.3,745.5048,0,18.46,0,0
Station1,53.480759,-2.242631,2014-05-27 01:45:00,3979,9.71,94.6,745.4208,0,18.45,0.012,221.5384
Station1,53.480759,-2.242631,2014-05-27 01:50:00,3980,9.71,94.3,745.3505,0,18.44,0.024,86.45879
Station1,53.480759,-2.242631,2014-05-27 01:55:00,3981,9.67,94.6,745.278,0,18.43,0,0
Station1,53.480759,-2.242631,2014-05-27 02:00:00,3982,9.65,94.3,745.2053,0,18.42,0.123,282.8157
Station1,53.480759,-2.242631,2014-05-27 02:05:00,3983,9.75,93.9,745.2189,0,18.41,0.671,280.7739
Station1,53.480759,-2.242631,2014-05-27 02:10:00,3984,9.81,93.4,745.1486,0,18.4,0.207,11.42925
Station1,53.480759,-2.242631,2014-05-27 02:15:00,3985,9.8,93.9,745.0668,0,18.39,0.036,266.058
Station1,53.480759,-2.242631,2014-05-27 02:20:00,3986,9.8,94,744.9625,0,18.38,0,0
Station1,53.480759,-2.242631,2014-05-27 02:25:00,3987,9.83,94.3,744.9443,0,18.37,0,0
Station1,53.480759,-2.242631,2014-05-27 02:30:00,3988,9.86,93.2,744.8808,0,18.36,0,0
Station1,53.480759,-2.242631,2014-05-27 02:35:00,3989,9.89,93.3,744.8014,0,18.35,0,0
Station1,53.480759,-2.242631,2014-05-27 02:40:00,3990,9.88,92.7,744.7379,0,18.34,0,0
Station1,53.480759,-2.242631,2014-05-27 02:45:00,3991,9.91,93.3,744.6924,0,18.33,0,0
Station1,53.480759,-2.242631,2014-05-27 02:50:00,3992,9.94,93.4,744.6788,0,18.33,0.024,92.1933
Station1,53.480759,-2.242631,2014-05-27 02:55:00,3993,9.96,93.6,744.6403,0,18.31,0.16,287.9603
Station1,53.480759,-2.242631,2014-05-27 03:00:00,3994,9.97,93.3,744.6788,0,18.3,0.205,304.095
Station1,53.480759,-2.242631,2014-05-27 03:05:00,3995,10.02,93.1,744.6811,0,18.29,0.192,349.6062
Station1,53.480759,-2.242631,2014-05-27 03:10:00,3996,10.05,93.4,744.663,0,18.28,0,0
Station1,53.480759,-2.242631,2014-05-27 03:15:00,3997,10.05,92.5,744.6471,0,18.28,0,0
Station1,53.480759,-2.242631,2014-05-27 03:20:00,3998,10.09,93.6,744.6652,0,18.26,0.197,314.4469
Station1,53.480759,-2.242631,2014-05-27 03:25:00,3999,10.1,93.4,744.6539,0,18.25,0.089,349.9597
Station1,53.480759,-2.242631,2014-05-27 03:30:00,4000,10.13,92.1,744.5381,0,18.25,0.257,75.64322
Station1,53.480759,-2.242631,2014-05-27 03:35:00,4001,10.14,92.3,744.5245,0,18.24,0.299,39.11261
Station1,53.480759,-2.242631,2014-05-27 03:40:00,4002,10.13,92.1,744.4905,0,18.23,0.012,133.7072
Station1,53.480759,-2.242631,2014-05-27 03:45:00,4003,10.13,93,744.4361,0,18.22,0.425,59.71344
Station1,53.480759,-2.242631,2014-05-27 03:50:00,4004,10.12,92.5,744.4384,0,18.21,0.348,52.50032
Station1,53.480759,-2.242631,2014-05-27 03:55:00,4005,10.15,92.7,744.3884,0,18.2,0.392,67.70832
Station1,53.480759,-2.242631,2014-05-27 04:00:00,4006,10.17,93.2,744.4202,0,18.19,0.196,291.5363
Station1,53.480759,-2.242631,2014-05-27 04:05:00,4007,10.18,93.5,744.4496,0,18.18,0,0
Station1,53.480759,-2.242631,2014-05-27 04:10:00,4008,10.17,93.1,744.4769,0,18.17,0,0
Station1,53.480759,-2.242631,2014-05-27 04:15:00,4009,10.16,93.4,744.5155,0,18.16,0.06,298.6463
Station1,53.480759,-2.242631,2014-05-27 04:20:00,4010,10.16,93.3,744.5268,0,18.15,0,0
Station1,53.480759,-2.242631,2014-05-27 04:25:00,4011,10.19,93.5,744.5041,0,18.14,0.201,103.2554
Station1,53.480759,-2.242631,2014-05-27 04:30:00,4012,10.24,92.8,744.5268,0,18.13,0.412,118.2634
Station1,53.480759,-2.242631,2014-05-27 04:35:00,4013,10.24,92.6,744.5427,0,18.12,0.332,100.0978
Station1,53.480759,-2.242631,2014-05-27 04:40:00,4014,10.26,93,744.545,0,18.11,0.533,41.11822
Station1,53.480759,-2.242631,2014-05-27 04:45:00,4015,10.25,92.1,744.5518,0,18.1,0.263,37.26678
Station1,53.480759,-2.242631,2014-05-27 04:50:00,4016,10.27,92.5,744.5314,0,18.09,0.097,46.94803
Station1,53.480759,-2.242631,2014-05-27 04:55:00,4017,10.25,93.2,744.5495,0,18.09,0.012,341.9142
Station1,53.480759,-2.242631,2014-05-27 05:00:00,4018,10.22,93.1,744.5904,0,18.07,0.542,299.695
Station1,53.480759,-2.242631,2014-05-27 05:05:00,4019,10.25,91.8,744.6879,0,18.07,0.735,283.4415
Station1,53.480759,-2.242631,2014-05-27 05:10:00,4020,10.28,91.5,744.6834,0,18.06,0.16,276.0944
Station1,53.480759,-2.242631,2014-05-27 05:15:00,4021,10.3,91.6,744.6788,0,18.04,0.14,294.7343
Station1,53.480759,-2.242631,2014-05-27 05:20:00,4022,10.3,92.4,744.7106,0,18.04,0.097,237.079
Station1,53.480759,-2.242631,2014-05-27 05:25:00,4023,10.27,93.3,744.7106,0,18.03,0.432,210.0612
Station1,53.480759,-2.242631,2014-05-27 05:30:00,4024,10.22,93.9,744.6879,0,18.02,0.545,220.3067
Station1,53.480759,-2.242631,2014-05-27 05:35:00,4025,10.2,94.7,744.6766,0,18.02,0.124,226.984
Station1,53.480759,-2.242631,2014-05-27 05:40:00,4026,10.18,95.1,744.7447,0,18,0.617,329.0412
Station1,53.480759,-2.242631,2014-05-27 05:45:00,4027,10.19,95.2,744.8241,0,18,0.695,330.8197
Station1,53.480759,-2.242631,2014-05-27 05:50:00,4028,10.2,95.4,744.7696,0,17.99,0.278,289.6584
Station1,53.480759,-2.242631,2014-05-27 05:55:00,4029,10.19,95,744.7537,0,17.98,0,0
Station1,53.480759,-2.242631,2014-05-27 06:00:00,4030,10.2,94.9,744.756,0,17.97,0.089,161.3988
Station1,53.480759,-2.242631,2014-05-27 06:05:00,4031,10.22,94.6,744.79,0.135483,17.96,0.472,277.9128
Station1,53.480759,-2.242631,2014-05-27 06:10:00,4032,10.25,93.7,744.8604,0.5193506,17.95,0.324,34.44553
Station1,53.480759,-2.242631,2014-05-27 06:15:00,4033,10.28,94.3,744.9716,1.016145,17.94,0.088,279.041
Station1,53.480759,-2.242631,2014-05-27 06:20:00,4034,10.32,94.2,744.9738,1.795198,17.93,0.181,299.045
Station1,53.480759,-2.242631,2014-05-27 06:25:00,4035,10.35,94.2,745.0578,3.025741,17.93,0.293,326.9422
Station1,53.480759,-2.242631,2014-05-27 06:30:00,4036,10.35,94.9,745.0896,5.486983,17.92,0.703,296.3373
Station1,53.480759,-2.242631,2014-05-27 06:35:00,4037,10.35,94.5,745.1758,8.512975,17.91,0.751,263.1897
Station1,53.480759,-2.242631,2014-05-27 06:40:00,4038,10.39,95.1,745.194,12.2161,17.91,0.053,203.9747
Station1,53.480759,-2.242631,2014-05-27 06:45:00,4039,10.42,95,745.2228,18.19988,17.9,0.345,268.73
Station1,53.480759,-2.242631,2014-05-27 06:50:00,4040,10.4,95.2,745.3035,23.82107,17.89,0.693,324.7875
Station1,53.480759,-2.242631,2014-05-27 06:55:00,4041,10.39,95.3,745.3974,23.39093,17.88,0.426,283.3181
Station1,53.480759,-2.242631,2014-05-27 07:00:00,4042,10.51,95.1,745.4897,26.42797,17.87,0.315,244.9334
Station1,53.480759,-2.242631,2014-05-27 07:05:00,4043,10.58,94.6,745.5818,24.28271,17.86,0.364,248.7883
Station1,53.480759,-2.242631,2014-05-27 07:10:00,4044,10.64,94.7,745.671,20.90692,17.86,0.404,250.3224
Station1,53.480759,-2.242631,2014-05-27 07:15:00,4045,10.63,95,745.7521,25.33266,17.84,0.325,225.7417
Station1,53.480759,-2.242631,2014-05-27 07:20:00,4046,10.64,94.5,745.8064,26.98087,17.84,0.645,265.0815
Station1,53.480759,-2.242631,2014-05-27 07:25:00,4047,10.6,94.3,745.8844,35.97741,17.84,0.437,226.1317
Station1,53.480759,-2.242631,2014-05-27 07:30:00,4048,10.57,94.1,745.9037,53.14579,17.83,0.693,306.9432
Station1,53.480759,-2.242631,2014-05-27 07:35:00,4049,10.58,94.8,745.9733,77.64115,17.82,0.631,331.4077
Station1,53.480759,-2.242631,2014-05-27 07:40:00,4050,10.67,94.4,746.1071,69.04953,17.81,0.717,296.3587
Station1,53.480759,-2.242631,2014-05-27 07:45:00,4051,10.83,94.1,746.1581,83.04875,17.8,0.629,325.3973
Station1,53.480759,-2.242631,2014-05-27 07:50:00,4052,10.94,93.4,746.2319,107.9158,17.79,0.272,351.75
Station1,53.480759,-2.242631,2014-05-27 07:55:00,4053,11.15,92.3,746.29,112.7891,17.78,0.526,18.11587
Station1,53.480759,-2.242631,2014-05-27 08:00:00,4054,11.21,91,746.2863,129.1323,17.78,0.533,17.09695
Station1,53.480759,-2.242631,2014-05-27 08:05:00,4055,11.35,90.4,746.2986,137.6589,17.78,0.765,298.1015
Station1,53.480759,-2.242631,2014-05-27 08:10:00,4056,11.45,89.5,746.3588,136.8299,17.77,0.558,349.1454
Station1,53.480759,-2.242631,2014-05-27 08:15:00,4057,11.63,89.8,746.4026,156.3518,17.75,0.578,44.35698
Station1,53.480759,-2.242631,2014-05-27 08:20:00,4058,11.84,88.3,746.4065,166.5415,17.75,0.528,80.97787
Station1,53.480759,-2.242631,2014-05-27 08:25:00,4059,11.82,87.9,746.5331,165.4335,17.75,0.461,166.3998
Station1,53.480759,-2.242631,2014-05-27 08:30:00,4060,11.96,87.5,746.5521,169.1008,17.74,0.493,91.46619
Station1,53.480759,-2.242631,2014-05-27 08:35:00,4061,12.16,87.4,746.5514,177.3286,17.73,0.552,131.9702
Station1,53.480759,-2.242631,2014-05-27 08:40:00,4062,12.37,86.7,746.5455,203.9513,17.73,0.858,45.44951
Station1,53.480759,-2.242631,2014-05-27 08:45:00,4063,12.35,86.3,746.5409,221.7991,17.72,0.618,37.06237
Station1,53.480759,-2.242631,2014-05-27 08:50:00,4064,12.68,85.8,746.6603,220.828,17.71,0.803,35.65929
Station1,53.480759,-2.242631,2014-05-27 08:55:00,4065,12.78,85.4,746.6648,237.2412,17.7,0.494,339.0363
Station1,53.480759,-2.242631,2014-05-27 09:00:00,4066,13.1,84.2,746.6465,258.0756,17.7,0.751,334.6252
Station1,53.480759,-2.242631,2014-05-27 09:05:00,4067,13.35,82.7,746.6371,275.2391,17.69,0.605,300.0418
Station1,53.480759,-2.242631,2014-05-27 09:10:00,4068,13.51,82.3,746.6517,280.7057,17.69,0.863,291.8402
Station1,53.480759,-2.242631,2014-05-27 09:15:00,4069,13.73,81.3,746.6523,346.2225,17.68,1.052,288.7838
Station1,53.480759,-2.242631,2014-05-27 09:20:00,4070,14.16,80.4,746.647,395.8795,17.67,0.906,306.4811
Station1,53.480759,-2.242631,2014-05-27 09:25:00,4071,14.67,77.15,746.6192,620.1871,17.67,0.932,332.7134
Station1,53.480759,-2.242631,2014-05-27 09:30:00,4072,15.05,76.08,746.6257,547.2875,17.67,1.223,281.3146
Station1,53.480759,-2.242631,2014-05-27 09:35:00,4073,15.42,74.61,746.6068,568.1306,17.67,0.999,315.2205
Station1,53.480759,-2.242631,2014-05-27 09:40:00,4074,15.6,74.04,746.6025,690.7598,17.67,1.337,334.54
Station1,53.480759,-2.242631,2014-05-27 09:45:00,4075,15.55,73.45,746.519,503.0003,17.66,1.231,315.9109
Station1,53.480759,-2.242631,2014-05-27 09:50:00,4076,16.28,71.73,746.4407,761.8212,17.66,1.398,295.0245
Station1,53.480759,-2.242631,2014-05-27 09:55:00,4077,17.04,66.5,746.4333,636.5515,17.65,1.422,286.3761
Station1,53.480759,-2.242631,2014-05-27 10:00:00,4078,17.13,66.17,746.3636,771.2668,17.64,1.012,324.8164
Station1,53.480759,-2.242631,2014-05-27 10:05:00,4079,17.74,65.18,746.3119,791.3281,17.64,1.329,291.6406
Station1,53.480759,-2.242631,2014-05-27 10:10:00,4080,17.46,67.02,746.3373,551.0308,17.63,1.457,319.0367
Station1,53.480759,-2.242631,2014-05-27 10:15:00,4081,17.4,65.51,746.372,885.0502,17.63,1.556,275.0773
Station1,53.480759,-2.242631,2014-05-27 10:20:00,4082,17.48,64.92,746.2979,699.3865,17.63,1.106,271.1691
Station1,53.480759,-2.242631,2014-05-27 10:25:00,4083,17.95,61.63,746.236,553.9086,17.62,1.106,212.2016
Station1,53.480759,-2.242631,2014-05-27 10:30:00,4084,18.47,60.17,746.2121,816.7609,17.61,1.098,217.6026
Station1,53.480759,-2.242631,2014-05-27 10:35:00,4085,18.71,59.29,746.2229,902.3513,17.61,1.281,212.2627
Station1,53.480759,-2.242631,2014-05-27 10:40:00,4086,18.82,57.3,746.2182,912.4093,17.61,1.785,259.5367
Station1,53.480759,-2.242631,2014-05-27 10:45:00,4087,18.72,58.35,746.1468,900.0426,17.6,1.012,184.7305
Station1,53.480759,-2.242631,2014-05-27 10:50:00,4088,18.89,58.58,746.0677,873.9802,17.6,1.646,289.7448
Station1,53.480759,-2.242631,2014-05-27 10:55:00,4089,18.58,61.25,745.9407,775.1906,17.6,1.388,276.3265
Station1,53.480759,-2.242631,2014-05-27 11:00:00,4090,19.38,59.23,745.9263,856.3604,17.59,1.356,260.7239
Station1,53.480759,-2.242631,2014-05-27 11:05:00,4091,18.86,56.57,745.9169,442.6216,17.59,1.289,284.8879
Station1,53.480759,-2.242631,2014-05-27 11:10:00,4092,18.12,59,745.8961,485.3694,17.59,1.542,261.6968
Station1,53.480759,-2.242631,2014-05-27 11:15:00,4093,18.13,59.82,745.8582,602.7143,17.59,1.79,280.9508
Station1,53.480759,-2.242631,2014-05-27 11:20:00,4094,18.69,58.03,745.7689,539.2649,17.58,1.572,292.73
Station1,53.480759,-2.242631,2014-05-27 11:25:00,4095,18.08,59.92,745.6859,670.3479,17.58,2.426,314.5885
Station1,53.480759,-2.242631,2014-05-27 11:30:00,4096,18.25,60.34,745.6321,457.2231,17.58,1.518,286.1119
Station1,53.480759,-2.242631,2014-05-27 11:35:00,4097,18.52,59.93,745.6234,683.6432,17.58,1.542,302.2148
Station1,53.480759,-2.242631,2014-05-27 11:40:00,4098,19.16,56.76,745.6243,763.7496,17.58,1.537,241.9236
Station1,53.480759,-2.242631,2014-05-27 11:45:00,4099,19.3,56.43,745.5162,739.0355,17.58,1.462,261.7363
Station1,53.480759,-2.242631,2014-05-27 11:50:00,4100,19.53,57.56,745.4871,657.5695,17.59,1.667,251.032
Station1,53.480759,-2.242631,2014-05-27 11:55:00,4101,19.04,57.19,745.4786,517.1274,17.6,1.473,282.0883
Station1,53.480759,-2.242631,2014-05-27 12:00:00,4102,18.84,59.53,745.4075,431.6076,17.6,1.582,231.8464
Station1,53.480759,-2.242631,2014-05-27 12:05:00,4103,18.5,58.68,745.3751,386.2813,17.6,1.667,227.8696
Station1,53.480759,-2.242631,2014-05-27 12:10:00,4104,18.35,59.36,745.2758,389.7271,17.61,1.753,231.5017
Station1,53.480759,-2.242631,2014-05-27 12:15:00,4105,18.38,59.74,745.2598,304.0215,17.61,1.345,255.2904
Station1,53.480759,-2.242631,2014-05-27 12:20:00,4106,18.07,58.6,745.2432,278.3514,17.61,1.351,227.4507
Station1,53.480759,-2.242631,2014-05-27 12:25:00,4107,17.77,60.06,745.2559,245.9733,17.62,1.457,262.0755
Station1,53.480759,-2.242631,2014-05-27 12:30:00,4108,17.86,60.02,745.1664,272.0174,17.63,1.244,272.1117
Station1,53.480759,-2.242631,2014-05-27 12:35:00,4109,17.63,58.18,745.1046,245.4341,17.64,1.47,275.2708
Station1,53.480759,-2.242631,2014-05-27 12:40:00,4110,17.38,59.22,744.9808,260.5956,17.64,1.758,285.17
Station1,53.480759,-2.242631,2014-05-27 12:45:00,4111,17.66,60.66,744.9495,252.132,17.65,0.986,255.1739
Station1,53.480759,-2.242631,2014-05-27 12:50:00,4112,18,59.69,744.8604,223.5492,17.66,1.09,267.0853
Station1,53.480759,-2.242631,2014-05-27 12:55:00,4113,17.75,59.79,744.8172,242.8337,17.67,1.409,260.2452
Station1,53.480759,-2.242631,2014-05-27 13:00:00,4114,17.87,60.75,744.7406,299.3555,17.67,1.281,286.0205
Station1,53.480759,-2.242631,2014-05-27 13:05:00,4115,18.17,59.32,744.6515,485.8666,17.69,1.319,265.2105
Station1,53.480759,-2.242631,2014-05-27 13:10:00,4116,18.78,59.41,744.5352,625.0859,17.7,1.641,288.5376
Station1,53.480759,-2.242631,2014-05-27 13:15:00,4117,18.46,58.02,744.4838,384.3637,17.71,1.798,292.2097
Station1,53.480759,-2.242631,2014-05-27 13:20:00,4118,18.39,60.1,744.4602,404.488,17.73,1.412,299.0445
Station1,53.480759,-2.242631,2014-05-27 13:25:00,4119,18.58,58.33,744.3608,353.9088,17.74,1.412,287.4839
Station1,53.480759,-2.242631,2014-05-27 13:30:00,4120,18.15,58.02,744.3411,259.0237,17.75,1.686,293.806
Station1,53.480759,-2.242631,2014-05-27 13:35:00,4121,17.83,60.86,744.2906,208.2388,17.76,1.382,286.3144
Station1,53.480759,-2.242631,2014-05-27 13:40:00,4122,17.51,60.32,744.2234,181.6993,17.77,1.548,285.368
Station1,53.480759,-2.242631,2014-05-27 13:45:00,4123,17.55,61.22,744.1933,162.0702,17.79,1.023,235.7456
Station1,53.480759,-2.242631,2014-05-27 13:50:00,4124,17.56,60.68,744.1981,152.9698,17.79,1.092,238.6571
Station1,53.480759,-2.242631,2014-05-27 13:55:00,4125,17.7,61.97,744.1159,215.8881,17.8,1.156,279.7736
Station1,53.480759,-2.242631,2014-05-27 14:00:00,4126,17.89,59.86,744.0679,316.3466,17.81,1.454,269.8461
Station1,53.480759,-2.242631,2014-05-27 14:05:00,4127,18.05,60.19,743.9785,375.7461,17.83,1.263,236.2913
Station1,53.480759,-2.242631,2014-05-27 14:10:00,4128,18.59,58.64,743.8692,359.183,17.84,1.441,275.3903
Station1,53.480759,-2.242631,2014-05-27 14:15:00,4129,18.24,59.97,743.8166,270.5918,17.86,1.494,295.2171
Station1,53.480759,-2.242631,2014-05-27 14:20:00,4130,18.03,60.43,743.7927,198.2891,17.87,1.151,235.061
Station1,53.480759,-2.242631,2014-05-27 14:25:00,4131,17.94,60.63,743.7286,215.608,17.89,0.983,237.0008
Station1,53.480759,-2.242631,2014-05-27 14:30:00,4132,17.93,60.29,743.6762,214.3791,17.9,1.05,227.8045
Station1,53.480759,-2.242631,2014-05-27 14:35:00,4133,17.98,60.3,743.6331,206.949,17.91,0.871,249.5653
Station1,53.480759,-2.242631,2014-05-27 14:40:00,4134,17.77,61.44,743.5718,223.3426,17.93,0.972,268.5034
Station1,53.480759,-2.242631,2014-05-27 14:45:00,4135,17.68,61.42,743.5446,249.8834,17.94,1.231,278.9063
Station1,53.480759,-2.242631,2014-05-27 14:50:00,4136,17.56,62.2,743.5378,202.5743,17.95,1.169,279.6685
Station1,53.480759,-2.242631,2014-05-27 14:55:00,4137,17.41,63.07,743.486,170.1142,17.96,1.042,297.7196
Station1,53.480759,-2.242631,2014-05-27 15:00:00,4138,17.32,63.82,743.4894,168.9077,17.97,0.951,257.1634
Station1,53.480759,-2.242631,2014-05-27 15:05:00,4139,17.41,63.88,743.4493,156.528,17.98,0.991,268.1743
Station1,53.480759,-2.242631,2014-05-27 15:10:00,4140,17.31,62.89,743.4041,153.5063,18,0.999,230.7983
Station1,53.480759,-2.242631,2014-05-27 15:15:00,4141,17.27,62.45,743.413,141.9158,18.01,1.071,232.2561
Station1,53.480759,-2.242631,2014-05-27 15:20:00,4142,17.26,63.48,743.4264,128.4537,18.02,0.959,252.4626
Station1,53.480759,-2.242631,2014-05-27 15:25:00,4143,17.2,63.4,743.3826,162.4021,18.03,0.994,255.4343
Station1,53.480759,-2.242631,2014-05-27 15:30:00,4144,17.39,63.24,743.2727,250.5372,18.04,1.116,220.8537
Station1,53.480759,-2.242631,2014-05-27 15:35:00,4145,17.98,63.06,743.2698,689.3184,18.05,1.297,276.0506
Station1,53.480759,-2.242631,2014-05-27 15:40:00,4146,18.77,60.76,743.2881,456.0091,18.06,1.42,278.8988
Station1,53.480759,-2.242631,2014-05-27 15:45:00,4147,18.82,60.47,743.2856,476.766,18.08,1.124,232.6622
Station1,53.480759,-2.242631,2014-05-27 15:50:00,4148,18.62,59.86,743.2784,175.4133,18.09,1.153,235.8125
Station1,53.480759,-2.242631,2014-05-27 15:55:00,4149,17.93,61.68,743.2084,119.5015,18.1,0.795,199.3292
Station1,53.480759,-2.242631,2014-05-27 16:00:00,4150,17.44,63.23,743.1447,112.9848,18.12,1.34,223.264
Station1,53.480759,-2.242631,2014-05-27 16:05:00,4151,17.12,65.33,743.1329,114.6648,18.12,0.831,239.3542
Station1,53.480759,-2.242631,2014-05-27 16:10:00,4152,17.05,66.51,743.1382,147.6886,18.14,1.468,230.7677
Station1,53.480759,-2.242631,2014-05-27 16:15:00,4153,16.67,69.13,743.142,170.6554,18.14,1.241,234.9566
Station1,53.480759,-2.242631,2014-05-27 16:20:00,4154,16.52,70.42,743.204,142.6826,18.15,1.401,235.8349
Station1,53.480759,-2.242631,2014-05-27 16:25:00,4155,16.23,71.63,743.256,118.0697,18.16,1.119,222.1742
Station1,53.480759,-2.242631,2014-05-27 16:30:00,4156,16.16,69.65,743.2273,111.3611,18.17,1.401,221.5405
Station1,53.480759,-2.242631,2014-05-27 16:35:00,4157,16.07,69.77,743.2598,113.447,18.18,1.396,236.5484
Station1,53.480759,-2.242631,2014-05-27 16:40:00,4158,16.18,70,743.2725,117.9118,18.19,1.276,224.9231
Station1,53.480759,-2.242631,2014-05-27 16:45:00,4159,16.27,70.09,743.2703,111.8798,18.19,0.962,230.5321
Station1,53.480759,-2.242631,2014-05-27 16:50:00,4160,16.39,68.98,743.2897,97.3469,18.2,1.164,234.4492
Station1,53.480759,-2.242631,2014-05-27 16:55:00,4161,16.28,68.1,743.2899,94.13696,18.21,1.428,217.4919
Station1,53.480759,-2.242631,2014-05-27 17:00:00,4162,16.32,68.16,743.3034,81.31959,18.22,1.079,240.5147
Station1,53.480759,-2.242631,2014-05-27 17:05:00,4163,16.41,68.13,743.3255,71.49439,18.23,0.847,216.8921
Station1,53.480759,-2.242631,2014-05-27 17:10:00,4164,16.42,67.82,743.3168,50.49013,18.23,0.959,236.6459
Station1,53.480759,-2.242631,2014-05-27 17:15:00,4165,16.38,67.98,743.3464,37.93965,18.25,0.773,264.1285
Station1,53.480759,-2.242631,2014-05-27 17:20:00,4166,16.29,68.22,743.3521,31.54591,18.26,1.087,225.2659
Station1,53.480759,-2.242631,2014-05-27 17:25:00,4167,16.16,67.84,743.4093,27.11373,18.27,1.172,215.7911
Station1,53.480759,-2.242631,2014-05-27 17:30:00,4168,16.05,67.94,743.4413,27.23793,18.28,1.148,217.4813
Station1,53.480759,-2.242631,2014-05-27 17:35:00,4169,15.95,68.38,743.4664,26.48242,18.29,0.711,230.4071
Station1,53.480759,-2.242631,2014-05-27 17:40:00,4170,15.87,68.12,743.4924,29.05394,18.29,1.018,236.2932
Station1,53.480759,-2.242631,2014-05-27 17:45:00,4171,15.79,68.46,743.5572,32.3135,18.29,1.042,242.255
Station1,53.480759,-2.242631,2014-05-27 17:50:00,4172,15.72,68.01,743.5918,31.02785,18.3,0.906,235.4457
Station1,53.480759,-2.242631,2014-05-27 17:55:00,4173,15.65,69.33,743.6373,27.12552,18.31,0.53,241.4913
Station1,53.480759,-2.242631,2014-05-27 18:00:00,4174,15.59,68.25,743.7247,20.56119,18.32,0.826,231.3488
Station1,53.480759,-2.242631,2014-05-27 18:05:00,4175,15.55,68,743.7371,12.72265,18.32,0.94,219.7745
Station1,53.480759,-2.242631,2014-05-27 18:10:00,4176,15.47,68.62,743.7653,5.14337,18.33,0.683,222.2953
Station1,53.480759,-2.242631,2014-05-27 18:15:00,4177,15.39,69.33,743.8415,2.549284,18.34,0.69,240.8508
Station1,53.480759,-2.242631,2014-05-27 18:20:00,4178,15.32,69.71,743.8647,1.489002,18.34,0.887,219.72
Station1,53.480759,-2.242631,2014-05-27 18:25:00,4179,15.26,70.61,743.8817,0.6317235,18.34,0.671,242.6671
Station1,53.480759,-2.242631,2014-05-27 18:30:00,4180,15.13,70.67,743.8762,0.2030728,18.35,0.807,233.6133
Station1,53.480759,-2.242631,2014-05-27 18:35:00,4181,15.04,70.42,743.9092,0,18.37,1.012,239.3775
Station1,53.480759,-2.242631,2014-05-27 18:40:00,4182,14.97,70.5,744.0139,0,18.37,1.036,221.225
Station1,53.480759,-2.242631,2014-05-27 18:45:00,4183,14.87,71.01,744.0322,0,18.38,0.839,224.7156
Station1,53.480759,-2.242631,2014-05-27 18:50:00,4184,14.8,70.84,744.0595,0,18.38,1.106,231.4816
Station1,53.480759,-2.242631,2014-05-27 18:55:00,4185,14.87,69.78,744.1785,0,18.39,1.22,215.8328
Station1,53.480759,-2.242631,2014-05-27 19:00:00,4186,14.86,70.07,744.1824,0,18.4,1.012,216.412
Station1,53.480759,-2.242631,2014-05-27 19:05:00,4187,14.79,70.46,744.1865,0,18.4,0.791,217.8524
Station1,53.480759,-2.242631,2014-05-27 19:10:00,4188,14.73,71.4,744.1805,0,18.4,0.55,223.6954
Station1,53.480759,-2.242631,2014-05-27 19:15:00,4189,14.73,71.27,744.2241,0,18.4,0.781,222.5613
